DU99\_18040 & 0.0233 & 0.1227 & 0.18971 \\
DU99\_18060 & 0.0215 & 0.1028 & 0.20968 \\
DU99\_18090 & 0.0485 & 0.2451 & 0.19805 \\
DU99\_18105 & 0.0162 & 0.1801 & 0.08976 \\
DU99\_18175 & 0.04505 & 0.2577 & 0.157155 \\
DU99\_18180 & 0.006 & 0.0952 & 0.06262 \\
DU99\_18185 & 0.04605 & 0.1862 & 0.27531 \\
DU99\_18205 & 0.0108 & 0.0906 & 0.11948 \\
DU99\_18220 & 0.0069 & 0.0743 & 0.09266 \\
DU99\_18230 & 0.003 & 0.1891 & 0.01578 \\
DU99\_18260 & 0.005 & 0.0087 & 0.57387 \\
DU99\_18265 & 0 & 0 & 0 \\
DU99\_18280 & 0 & 0.00005 & 0 \\
DU99\_18285 & 0 & 0.0001 & 0 \\
DU99\_18375 & 0.0048 & 0.0366 & 0.13014 \\
DU99\_18420 & 0.0087 & 0.1054 & 0.0829 \\
DU99\_18450 & 0 & 0 & 0 \\
DU99\_18535 & 0.0063 & 0.1388 & 0.04514 \\
DU99\_18570 & 0 & 0.0324 & 0 \\
DU99\_18655 & 0.0132 & 0.0946 & 0.13943 \\
DU99\_18825 & 0.0027 & 0.016 & 0.08507 \\
DU99\_18915 & 0.00305 & 0.00005 & NA \\
DU99\_19155 & 0.0229 & 0.0983 & 0.23329 \\
DU99\_19275 & 0.0114 & 0.0925 & 0.12341 \\
DU99\_19470 & 4.24255 & 15.1161 & 0.260595 \\
DU99\_20050 & 8.278075 & 12.37925 & 252.2989775 \\
DU99\_20080 & 0.0007 & 0.0557 & 0.01328 \\
DU99\_20085 & 0.0087 & 0.0159 & 0.54644 \\
DU99\_20100 & 4.50585 & 18.13752 & 300.04434 \\
DU99\_20105 & 3.89075 & 3.5728 & 126.4636875 \\
DU99\_20165 & 0.0127 & 0.0479 & 0.26562 \\
DU99\_20245 & 0.0043 & 0.0226 & 0.18912 \\
DU99\_20295 & 0 & 0.0255 & 0 \\
DU99\_20300 & 0 & 0.0001 & 0 \\
DU99\_20305 & 0.0413 & 0.1026 & 0.40231 \\
DU99\_20350 & 0 & 0.0255 & 0 \\
DU99\_20505 & 0.041 & 0.1784 & 0.22973 \\
DU99\_20570 & 0.0042 & 0.0887 & 0.04732 \\
DU99\_20640 & 0.0161 & 0.1102 & 0.14597 \\
DU99\_20655 & 0.0246 & 0.0997 & 0.24651 \\
DU99\_20795 & 5.17261666666667 & 11.7021333333333 & 1.24196333333333 \\
DU99\_20800 & 1.9147 & 73.827 & 0.02593 \\
DU99\_20805 & 7.7744 & 18.9984 & 1.630815 \\
DU99\_20840 & NA & NA & NA \\
DU99\_20875 & 0.008 & 0.0753 & 0.10642 \\
DU99\_20885 & 5.53978 & 12.0677 & 200.335422 \\
DU99\_20975 & 0.15465 & 0.00015 & 499.5 \\
DU99\_20980 & 3.9869 & 30.144 & 0.23116 \\
DU99\_21445 & 0.0208 & 0.1161 & 0.1794 \\
