AQF52\_0291 & 0.9049 & 0.9976 & 0.9071 \\
AQF52\_0722 & 1.3975 & 0.4849 & 2.88196 \\
AQF52\_0755 & 26.54585 & 1.5786 & 12.856815 \\
AQF52\_0802 & 0.4711 & 0.3547 & 1.32818 \\
AQF52\_0859 & 1.6863 & 1.29455 & 1.72243 \\
AQF52\_0882 & 1.1904 & 0.4513 & 2.63758 \\
AQF52\_0883 & 17.2694 & 7279.2386 & 0.348695 \\
AQF52\_0901 & 0.4235 & 0.281 & 1.50725 \\
AQF52\_0917 & 0.3031 & 0.1875 & 1.61638 \\
AQF52\_0926 & 11.3412 & 1.7812 & 6.36719 \\
AQF52\_0933 & 0.3635 & 0.162 & 2.2435 \\
AQF52\_0988 & 0.60035 & 0.19375 & 2.954805 \\
AQF52\_0989 & 0.5469 & 0.3478 & 1.57219 \\
AQF52\_1002 & 0.645 & 0.4693 & 1.37427 \\
AQF52\_1069 & 0.3985 & 0.1479 & 2.6945 \\
AQF52\_1079 & 3.9513 & 2.5927 & 1.52404 \\
AQF52\_1111 & 0.274 & 0.1313 & 2.08686 \\
AQF52\_1123 & 0.4717 & 0.4656 & 1.01309 \\
AQF52\_1210 & 0.3528 & 0.2315 & 1.5241 \\
AQF52\_1245 & 0.94775 & 1.71265 & 0.59174 \\
AQF52\_1399 & 0.4486 & 0.4627 & 0.96949 \\
AQF52\_1443 & 0.1254 & 0.1288 & 0.97287 \\
AQF52\_1449 & 0.9995 & NA & 4.123504 \\
AQF52\_1454 & 5.8264 & 3.9794 & 1.1347 \\
AQF52\_1507 & 0.6253 & 0.4518 & 1.38408 \\
AQF52\_1511 & 0.2265 & 0.2721 & 0.83224 \\
AQF52\_1582 & 2.4678 & 1.799775 & 1.6667225 \\
AQF52\_1617 & 2.9297 & 27.1288 & 0.18178 \\
AQF52\_1703 & 1.0801 & 2.1416 & 0.487825 \\
AQF52\_1946 & NA & 7.3833 & 1.5450875 \\
AQF52\_1973 & 1.68723333333333 & 0.709466666666667 & 2.38758333333333 \\
AQF52\_1991 & NA & NA & NA \\
AQF52\_2048 & 3.89505 & 26.15415 & 0.73093 \\
AQF52\_2207 & 1.1222 & 0.0011 & 999 \\
AQF52\_2252 & 0.9593 & 2.5093 & 0.38231 \\
AQF52\_2284 & 16.2615333333333 & 6.5933 & 11.8803233333333 \\
AQF52\_2292 & 8.07945 & 34.6285 & 0.6446 \\
AQF52\_2425 & NA & NA & NA \\
AQF52\_2428 & 1.07553333333333 & 383.793516666667 & 0.728466666666667 \\
AQF52\_2429 & 15.6177333333333 & 1.24226666666667 & 15.0461366666667 \\
AQF52\_2500 & 0.7697 & 0.7343 & 1.04824 \\
AQF52\_2540 & 1.1142 & 0.5862 & 1.90075 \\
AQF52\_2581 & 0.2046 & 0.1893 & 1.08055 \\
AQF52\_2587 & 0.4439 & 0.2707 & 1.6401 \\
AQF52\_2589 & 0.2243 & 0.1079 & 2.07836 \\
AQF52\_2606 & 0.25725 & 56.76665 & 1.80425 \\
AQF52\_2670 & 0.3412 & 0.2219 & 1.53765 \\
AQF52\_2748 & 0.2211 & 0.1066 & 2.07452 \\
AQF52\_2762 & 0.0003 & 2.6452 & 0.0001 \\
AQF52\_2797 & 0.2968 & 0.2291 & 1.29565 \\
AQF52\_2882 & NA & NA & NA \\
AQF52\_2885 & 61.4199 & 9.0657 & 6.77499 \\
AQF52\_2889 & 0.5858 & 0.4889 & 1.19806 \\
AQF52\_2902 & 42.3952 & 39.3713 & 1.58871333333333 \\
AQF52\_2920 & 1.3951 & 3.3076 & 0.42178 \\
AQF52\_3034 & 0.2079 & 0.1449 & 1.43498 \\
AQF52\_3036 & 0.5064 & 0.2449 & 2.06793 \\
AQF52\_3066 & 0.2612 & 0.0895 & 2.91711 \\
AQF52\_3077 & 0.3341 & 0.303 & 1.10253 \\
AQF52\_3084 & 0.8716 & 0.476 & 1.83106 \\
AQF52\_3100 & 0.5204 & 0.2052 & 2.53635 \\
AQF52\_3134 & 0.4193 & 0.2758 & 1.52047 \\
AQF52\_3151 & 0.2947 & 0.1899 & 1.55143 \\
AQF52\_3157 & 0.8517 & 0.649 & 1.31244 \\
AQF52\_3158 & 0.6752 & 0.5742 & 1.17589 \\
AQF52\_3302 & 0.4363 & 0.2442 & 1.78692 \\
AQF52\_3357 & 0 & 0 & 0 \\
AQF52\_3359 & 0.3525 & 0.0557 & 6.32935 \\
AQF52\_3367 & 0.1997 & 0.1462 & 1.36593 \\
AQF52\_3487 & 0.285 & 9.714 & 0.02934 \\
AQF52\_3496 & 3.6054 & 25.0126 & 0.14414 \\
AQF52\_3717 & 21.6248 & 0.0216 & 999 \\
AQF52\_3761 & 0.5346 & 0.2297 & 2.32709 \\
AQF52\_3776 & 53.3894 & 0.897 & 59.51964 \\
AQF52\_3790 & 0.30855 & 0.4146 & 0.816635 \\
AQF52\_3805 & 2.1953 & 2.8859 & 0.76069 \\
AQF52\_3806 & 5.4808 & 14.0247 & 0.3908 \\
AQF52\_3852 & 0.2679 & 0.094 & 2.85159 \\
AQF52\_3868 & 0.3376 & 0.3504 & 499.90858 \\
AQF52\_3904 & 0.1864 & 0.0428 & 4.35959 \\
AQF52\_3907 & 0.5131 & 0.3653 & 1.40466 \\
AQF52\_3913 & 0.2569 & 0.1551 & 1.65609 \\
AQF52\_3964 & 0.6555 & 0.0007 & 999 \\
AQF52\_3981 & 1.3213 & 0.6679 & 1.97823 \\
AQF52\_3982 & 2.3731 & 1.0744 & 2.20887 \\
AQF52\_4061 & 18.7639333333333 & 1.2164 & 36.3881033333333 \\
AQF52\_4077 & 0.39 & 0.0004 & 999 \\
AQF52\_4160 & 9.7996 & 12.1507 & 1.53991 \\
AQF52\_4262 & 0.2316 & 0.1645 & 1.40806 \\
AQF52\_4267 & 17.0175 & 0.747566666666667 & 22.4866566666667 \\
AQF52\_4286 & 0.6154 & 0.5002 & 1.2303 \\
AQF52\_4313 & 44.8159 & 0.0449 & 999 \\
AQF52\_4335 & 0.3212 & 0.1871 & 1.71674 \\
AQF52\_4403 & 1.6708 & 0.31675 & 501.229715 \\
AQF52\_4431 & 0.1865 & 0.19505 & 0.478035 \\
AQF52\_4449 & 2.6445 & 0.7879 & 6.378465 \\
AQF52\_4642 & 15.8100666666667 & 1.03563333333333 & 71.1713966666667 \\
AQF52\_4660 & 0.2465 & 0.144 & 1.71223 \\
AQF52\_4666 & 33.3738 & 0.0794 & 420.28167 \\
AQF52\_4684 & 1.50897142857143 & 33.9901142857143 & 144.639888571429 \\
AQF52\_4706 & 8.72445 & NA & 499.699995 \\
AQF52\_4733 & 26.4894 & 62.8053 & 0.42177 \\
AQF52\_4765 & 0.4566 & 0.3602 & 1.2679 \\
AQF52\_4798 & 0.6801 & 0.5042 & 1.34891 \\
AQF52\_4814 & 0.962433333333333 & 17.0980333333333 & 333.87275 \\
AQF52\_4873 & 0.226 & 0.0895 & 2.52538 \\
AQF52\_4913 & 0.5054 & 0.36 & 1.404 \\
AQF52\_4931 & 0.728666666666667 & 1.9042 & 0.488463333333333 \\
AQF52\_4934 & 44.9599 & 0.7712 & 58.30055 \\
AQF52\_4936 & 0 & 0 & 0 \\
AQF52\_4938 & 0.3191 & 0.5969 & 0.591335 \\
AQF52\_4945 & 16.67585 & 0.01675 & 499.5 \\
AQF52\_4976 & 204.876833333333 & NA & 13.4063666666667 \\
AQF52\_5006 & 0.279 & 0.3937 & 0.70867 \\
AQF52\_5085 & 0.3795 & 0.174 & 2.18118 \\
AQF52\_5103 & 0.3979 & 0.3212 & 1.23886 \\
AQF52\_5105 & 0.464 & 0.0892 & 5.19925 \\
AQF52\_5182 & 1.3676 & 0.6593 & 2.07424 \\
AQF52\_5184 & 0.4451 & 0.1683 & 2.64441 \\
AQF52\_5191 & 0.516866666666667 & 37.6197333333333 & 0.683876666666667 \\
AQF52\_5226 & 0.3298 & 0.3005 & 1.09759 \\
AQF52\_5308 & 0.7662 & 0.7606 & 1.00735 \\
AQF52\_5337 & 0.8289 & 0.2957 & 2.781555 \\
AQF52\_5370 & 0.9097 & 2.1584 & 333.384796666667 \\
AQF52\_5419 & 0.3125 & 0.2553 & 1.22407 \\
AQF52\_5534 & 0.2014 & 0.2267 & 0.88832 \\
AQF52\_5620 & 0.1557 & 0.0676 & 2.30373 \\
AQF52\_5647 & 1.66385 & 3.67465 & 0.611065 \\
AQF52\_5669 & 0.2166 & 0.1433 & 1.51183 \\
AQF52\_5729 & 0.2078 & 0.0879 & 2.36435 \\
AQF52\_5782 & 0.70005 & 2415.72345 & 1.495805 \\
AQF52\_5797 & 2.6633 & 2.4527 & 1.08589 \\
AQF52\_5799 & 0.2699 & 0.093 & 2.90127 \\
AQF52\_5810 & 0.0941 & 0.1424 & 0.66122 \\
AQF52\_5844 & 1.3149 & 2.45665 & 0.56139 \\
AQF52\_5846 & 2.5856 & 0.87 & 2.97203 \\
AQF52\_5867 & 0.5173 & 1.3663 & 0.37858 \\
AQF52\_5916 & 0.3567 & 0.2327 & 1.53257 \\
AQF52\_5945 & 0.1496 & 0.0694 & 2.15689 \\
AQF52\_5959 & 1.7472 & 0.2932 & 5.95813 \\
AQF52\_5972 & 1.00616 & 96.14838 & 200.18113 \\
AQF52\_5982 & 23.4751 & 0.0235 & 999 \\
AQF52\_6010 & 0.3845 & 0.36 & 1.0681 \\
AQF52\_6059 & 0.7298 & 1.0716 & 1.076925 \\
AQF52\_6126 & NA & NA & NA \\
AQF52\_6155 & 1.1667 & 0.7084 & 1.70714 \\
AQF52\_6180 & 0.3767 & 0.37385 & 1.171175 \\
AQF52\_6264 & NA & 2.09035 & 0.776405 \\
AQF52\_6305 & 12.4068333333333 & 0.6196 & 85.2619166666667 \\
AQF52\_6432 & 0.2179 & 0.1215 & 1.79314 \\
AQF52\_6492 & 0.4563 & 0.2868 & 1.59077 \\
AQF52\_6978 & 23.74865 & 3.07595 & 6.319035 \\
AQF52\_7021 & 0.48 & 0.4076 & 1.17764 \\
AQF52\_7025 & 2.0062 & 1.5925 & 1.25974 \\
AQF52\_7055 & 0.136 & 0.0498 & 2.72838 \\
AQF52\_7223 & 0.6192 & 2.7478 & 0.22534 \\
AQF52\_7228 & 8.8011 & 0.5723 & 15.37933 \\
AQF52\_7264 & 0.4338 & 0.353 & 1.2289 \\
AQF52\_7360 & 1.3582 & 1.875 & 0.72434 \\
AQF52\_7375 & 36.5479 & 0.38715 & 312.694285 \\
AQF52\_7404 & 21.305225 & 9.098325 & 260.5913175 \\
AQF52\_7437 & 0.4034 & 0.2019 & 2.00951 \\
AQF52\_7438 & 0.6366 & 1.0724 & 0.5936 \\
AQF52\_7439 & 0.2077 & 0.1805 & 1.15059 \\
AQF52\_7442 & 0.2995 & 0.0536 & 5.58653 \\
AQF52\_7480 & 2.2262 & 18.7396666666667 & 0.92714 \\
AQF52\_7481 & 0.8995 & 4.0858 & 0.22014 \\
AQF52\_7482 & 0.4662 & 0.3757 & 1.24083 \\
AQF52\_7483 & 0.3849 & 0.1545 & 2.49117 \\
AQF52\_7519 & 1.416 & 0.673 & 2.10397 \\
AQF52\_7522 & 1.3859125 & 9.3254 & 1.5081775 \\
AQF52\_7523 & 1.20646666666667 & 1.32308333333333 & 333.865266666667 \\
AQF52\_7524 & 1.5631 & 1.2563 & 1.39412333333333 \\
AQF52\_7526 & 0.1615 & 0.12605 & 0.640615 \\
AQF52\_7527 & 1.13795 & 0.36245 & 3.10276 \\
AQF52\_7539 & 0.6495 & 0.6303 & 1.03049 \\
